9217,2008-02-02 13:54:32,116.43288,39.87249
9217,2008-02-02 13:55:44,116.43184,39.8723
9217,2008-02-02 13:59:34,116.43188,39.87237
9217,2008-02-02 14:00:45,116.43329,39.87055
9217,2008-02-02 14:04:35,116.41616,39.86999
9217,2008-02-02 14:04:35,116.41616,39.86999
9217,2008-02-02 14:05:47,116.41511,39.8689
9217,2008-02-02 14:09:37,116.41295,39.8615
9217,2008-02-02 14:10:49,116.40778,39.86057
9217,2008-02-02 14:14:39,116.40292,39.86374
9217,2008-02-02 14:15:50,116.39666,39.86396
9217,2008-02-02 14:19:40,116.39329,39.85975
9217,2008-02-02 14:20:52,116.39327,39.85877
9217,2008-02-02 14:24:42,116.3938,39.85333
9217,2008-02-02 14:25:54,116.39642,39.85145
9217,2008-02-02 14:29:44,116.39607,39.85221
9217,2008-02-02 14:30:55,116.39594,39.85246
9217,2008-02-02 14:34:45,116.39407,39.86371
9217,2008-02-02 14:35:57,116.3937,39.86557
9217,2008-02-02 14:39:47,116.42133,39.86982
9217,2008-02-02 14:40:59,116.43289,39.86919
9217,2008-02-02 14:46:00,116.45234,39.89203
9217,2008-02-02 14:49:50,116.45547,39.89617
9217,2008-02-02 14:51:02,116.45693,39.89916
9217,2008-02-02 14:56:04,116.47064,39.89916
9217,2008-02-02 14:59:53,116.47179,39.90291
9217,2008-02-02 15:01:05,116.47168,39.9035
9217,2008-02-02 15:04:55,116.47098,39.89221
9217,2008-02-02 15:06:07,116.46895,39.89208
9217,2008-02-02 15:09:56,116.46391,39.89211
9217,2008-02-02 15:14:57,116.45368,39.89234
9217,2008-02-02 15:16:09,116.44974,39.89256
9217,2008-02-02 15:19:59,116.45432,39.89616
9217,2008-02-02 15:21:11,116.45492,39.89349
9217,2008-02-02 15:25:01,116.46419,39.90694
9217,2008-02-02 15:30:02,116.46671,39.90739
9217,2008-02-02 15:31:14,116.46663,39.9072
9217,2008-02-02 15:36:16,116.45604,39.9129
9217,2008-02-02 15:40:06,116.45575,39.92869
9217,2008-02-02 15:41:17,116.4554,39.92961
9217,2008-02-02 15:41:17,116.4554,39.92961
9217,2008-02-02 15:45:07,116.44896,39.9263
9217,2008-02-02 15:46:19,116.44937,39.93064
9217,2008-02-02 15:50:09,116.44709,39.93236
9217,2008-02-02 15:51:21,116.4471,39.93239
9217,2008-02-02 15:55:11,116.44452,39.93527
9217,2008-02-02 15:55:11,116.44452,39.93527
9217,2008-02-02 15:56:22,116.44442,39.93937
9217,2008-02-02 16:00:12,116.4569,39.94374
9217,2008-02-02 16:01:24,116.4559,39.9444
9217,2008-02-02 16:05:14,116.45434,39.93239
9217,2008-02-02 16:06:26,116.45187,39.93247
9217,2008-02-02 16:10:16,116.43981,39.93241
9217,2008-02-02 16:10:16,116.43981,39.93241
9217,2008-02-02 16:11:27,116.43821,39.93243
9217,2008-02-02 16:15:17,116.43444,39.92358
9217,2008-02-02 16:16:29,116.43453,39.92304
9217,2008-02-02 16:20:19,116.43422,39.92149
9217,2008-02-02 16:21:31,116.43492,39.92081
9217,2008-02-02 16:25:21,116.43943,39.92083
9217,2008-02-02 16:26:32,116.4399,39.92154
9217,2008-02-02 16:30:22,116.44128,39.93195
9217,2008-02-02 16:31:34,116.4433,39.93226
9217,2008-02-02 16:36:36,116.44419,39.92227
9217,2008-02-02 16:40:25,116.45005,39.91899
9217,2008-02-02 16:41:37,116.45178,39.9164
9217,2008-02-02 16:45:27,116.44442,39.91574
9217,2008-02-02 16:46:39,116.44425,39.9172
9217,2008-02-02 16:50:29,116.44423,39.91971
9217,2008-02-02 16:51:40,116.44437,39.92024
9217,2008-02-02 16:55:30,116.44411,39.92077
9217,2008-02-02 16:56:42,116.44408,39.9251
9217,2008-02-02 17:00:32,116.44435,39.931
9217,2008-02-02 17:05:34,116.44055,39.93246
9217,2008-02-02 17:06:45,116.44046,39.93236
9217,2008-02-02 17:11:47,116.45193,39.93231
9217,2008-02-02 17:15:37,116.45573,39.93212
9217,2008-02-02 17:16:49,116.46083,39.93225
9217,2008-02-02 17:20:39,116.46077,39.92967
9217,2008-02-02 17:21:50,116.46087,39.92806
9217,2008-02-02 17:25:40,116.45533,39.9245
9217,2008-02-02 17:26:52,116.45533,39.92055
9217,2008-02-02 17:30:42,116.4552,39.89554
9217,2008-02-02 17:35:44,116.45429,39.87057
9217,2008-02-02 17:40:45,116.47057,39.87002
9217,2008-02-02 17:41:57,116.47076,39.87001
9217,2008-02-02 17:45:47,116.47791,39.87672
9217,2008-02-02 17:46:59,116.47958,39.87573
9217,2008-02-02 17:46:59,116.47958,39.87573
9217,2008-02-02 17:55:50,116.46991,39.87012
9217,2008-02-02 17:57:02,116.46488,39.87021
9217,2008-02-02 18:00:52,116.4543,39.86955
9217,2008-02-02 18:05:54,116.43955,39.85787
9217,2008-02-02 18:07:05,116.43898,39.86265
9217,2008-02-02 18:12:07,116.43788,39.86484
9217,2008-02-02 18:15:57,116.43788,39.8647
9217,2008-02-02 18:15:57,116.43788,39.8647
9217,2008-02-02 18:17:09,116.43777,39.8647
9217,2008-02-02 18:20:59,116.43299,39.86458
9217,2008-02-02 18:22:10,116.43294,39.86695
9217,2008-02-02 18:26:00,116.44977,39.87056
9217,2008-02-02 18:27:12,116.45144,39.87219
9217,2008-02-02 18:31:02,116.44522,39.87492
9217,2008-02-02 18:36:03,116.43995,39.87782
9217,2008-02-02 18:37:15,116.4372,39.87006
9217,2008-02-02 18:41:05,116.41327,39.86995
9217,2008-02-02 18:42:17,116.41503,39.86906
9217,2008-02-02 18:47:07,116.41321,39.86834
9217,2008-02-02 18:52:14,116.41322,39.86839
